Nome:  Kyan Dominguez, Nota: 5.10, Situacao: Reprovado
Nome:  Jane Sutton, Nota: 9.50, Situacao: Aprovado
Nome:  Trey Robinson, Nota: 6.90, Situacao: Reprovado
Nome:  Gregory Roth, Nota: 8.40, Situacao: Aprovado
Nome:  Bobby Paul, Nota: 0.10, Situacao: Reprovado
Nome:  Davin Boyd, Nota: 9.00, Situacao: Aprovado
Nome:  Jasmin Ponce, Nota: 6.70, Situacao: Reprovado
Nome:  Skye Irwin, Nota: 6.20, Situacao: Reprovado
Nome:  Jordon Sloan, Nota: 8.80, Situacao: Aprovado
Nome:  Terrence Mcbride, Nota: 4.70, Situacao: Reprovado
Nome:  Triston Valdez, Nota: 8.90, Situacao: Aprovado
Nome:  Howard Larsen, Nota: 7.60, Situacao: Aprovado
Nome:  Randy Pham, Nota: 2.00, Situacao: Reprovado
Nome:  Shawn Houston, Nota: 8.30, Situacao: Aprovado
Nome:  Samir Briggs, Nota: 3.90, Situacao: Reprovado
Nome:  Branson Spence, Nota: 10.00, Situacao: Aprovado
Nome:  Marlon Haas, Nota: 7.40, Situacao: Aprovado
Nome:  Arielle Walsh, Nota: 1.30, Situacao: Reprovado
Nome:  Rhianna Chapman, Nota: 7.30, Situacao: Aprovado
Nome:  Leia Bean, Nota: 2.40, Situacao: Reprovado
Nome:  Peter Hines, Nota: 4.90, Situacao: Reprovado
Nome:  Anika Travis, Nota: 7.90, Situacao: Aprovado
Nome:  Abigail Campos, Nota: 1.00, Situacao: Reprovado
Nome:  Raymond Morales, Nota: 8.60, Situacao: Aprovado
Nome:  Kaley Macdonald, Nota: 9.00, Situacao: Aprovado
Nome:  Jerry Coffey, Nota: 2.00, Situacao: Reprovado
Nome:  Zaria Todd, Nota: 5.60, Situacao: Reprovado
Nome:  Liberty Nolan, Nota: 7.10, Situacao: Aprovado
Nome:  Jaden Moss, Nota: 9.90, Situacao: Aprovado
Nome:  Lorelei Morrison, Nota: 1.40, Situacao: Reprovado
Nome:  Jadiel Whitney, Nota: 6.80, Situacao: Reprovado
Nome:  Roberto Lucas, Nota: 6.60, Situacao: Reprovado
Nome:  Cameron Newman, Nota: 7.60, Situacao: Aprovado
Nome:  Elena Hines, Nota: 1.80, Situacao: Reprovado
Nome:  Evan Hooper, Nota: 6.40, Situacao: Reprovado
Nome:  Cassandra Wall, Nota: 0.50, Situacao: Reprovado
Nome:  Ayaan Gray, Nota: 1.30, Situacao: Reprovado
Nome:  Raven Mckinney, Nota: 4.10, Situacao: Reprovado
Nome:  Jordon Baxter, Nota: 1.20, Situacao: Reprovado
Nome:  Guillermo Daniels, Nota: 6.10, Situacao: Reprovado
Nome:  Wayne Roach, Nota: 1.20, Situacao: Reprovado
Nome:  Lailah Gilmore, Nota: 5.90, Situacao: Reprovado
Nome:  Kaydence Huang, Nota: 8.60, Situacao: Aprovado
Nome:  Jessie Bryan, Nota: 3.70, Situacao: Reprovado
Nome:  Kaya Watson, Nota: 3.00, Situacao: Reprovado
Nome:  Gideon Martin, Nota: 3.60, Situacao: Reprovado
Nome:  Linda Kaufman, Nota: 3.60, Situacao: Reprovado
Nome:  Hayley Copeland, Nota: 2.30, Situacao: Reprovado
Nome:  Eugene Buck, Nota: 3.40, Situacao: Reprovado
Nome:  Noel Duran, Nota: 3.10, Situacao: Reprovado
Nome:  Cullen Davies, Nota: 6.00, Situacao: Reprovado
Nome:  Laura Hart, Nota: 4.00, Situacao: Reprovado
Nome:  Vivian Moyer, Nota: 6.10, Situacao: Reprovado
Nome:  Livia Horn, Nota: 6.90, Situacao: Reprovado
Nome:  Raphael Mcbride, Nota: 1.70, Situacao: Reprovado
Nome:  Annie Pearson, Nota: 6.60, Situacao: Reprovado
Nome:  Dylan Wong, Nota: 7.00, Situacao: Aprovado
Nome:  Cornelius Hinton, Nota: 6.00, Situacao: Reprovado
Nome:  Kamari Wang, Nota: 7.40, Situacao: Aprovado
Nome:  Aditya Willis, Nota: 5.40, Situacao: Reprovado
Nome:  Jennifer Koch, Nota: 8.20, Situacao: Aprovado
Nome:  Maeve Rios, Nota: 3.20, Situacao: Reprovado
Nome:  Carina Potter, Nota: 2.50, Situacao: Reprovado
Nome:  Kasen Fletcher, Nota: 4.10, Situacao: Reprovado
Nome:  Rubi Burgess, Nota: 8.70, Situacao: Aprovado
Nome:  Sergio Owen, Nota: 7.20, Situacao: Aprovado
Nome:  Julie Blair, Nota: 7.60, Situacao: Aprovado
Nome:  Theresa Porter, Nota: 5.10, Situacao: Reprovado
Nome:  Jaydin Glover, Nota: 3.10, Situacao: Reprovado
Nome:  Kimora Donovan, Nota: 3.60, Situacao: Reprovado
Nome:  Haley Escobar, Nota: 3.40, Situacao: Reprovado
Nome:  Soren Stuart, Nota: 9.20, Situacao: Aprovado
Nome:  Amya Evans, Nota: 4.50, Situacao: Reprovado
Nome:  Chance Riggs, Nota: 2.20, Situacao: Reprovado
Nome:  Rihanna Odom, Nota: 9.50, Situacao: Aprovado
Nome:  Ronald Leon, Nota: 6.40, Situacao: Reprovado
Nome:  Leila Rubio, Nota: 2.90, Situacao: Reprovado
Nome:  Camden Kline, Nota: 6.90, Situacao: Reprovado
Nome:  Emanuel Mcgee, Nota: 6.00, Situacao: Reprovado
Nome:  Amani Mooney, Nota: 5.90, Situacao: Reprovado
Nome:  Lilah Greer, Nota: 7.10, Situacao: Aprovado
Nome:  Regan Trujillo, Nota: 7.70, Situacao: Aprovado
Nome:  Luciano Shaw, Nota: 8.50, Situacao: Aprovado
Nome:  Madelynn Harper, Nota: 7.90, Situacao: Aprovado
Nome:  Kylie King, Nota: 9.90, Situacao: Aprovado
Nome:  Delaney Daniels, Nota: 0.90, Situacao: Reprovado
Nome:  Grayson Watkins, Nota: 9.70, Situacao: Aprovado
Nome:  Camden Rios, Nota: 5.50, Situacao: Reprovado
Nome:  Fernanda Ward, Nota: 4.20, Situacao: Reprovado
Nome:  Emelia Lewis, Nota: 6.80, Situacao: Reprovado
Nome:  Rodolfo Murillo, Nota: 6.50, Situacao: Reprovado
Nome:  Anton Ware, Nota: 8.70, Situacao: Aprovado
Nome:  Roselyn Mcdonald, Nota: 1.20, Situacao: Reprovado
Nome:  Maleah Collins, Nota: 1.20, Situacao: Reprovado
Nome:  Ali Rangel, Nota: 7.40, Situacao: Aprovado
Nome:  Sydnee Dillon, Nota: 9.70, Situacao: Aprovado
Nome:  Mateo Andrews, Nota: 7.90, Situacao: Aprovado
Nome:  Regina Murray, Nota: 0.50, Situacao: Reprovado
Nome:  Kyleigh Tyler, Nota: 8.50, Situacao: Aprovado
Nome:  Logan Allison, Nota: 0.20, Situacao: Reprovado
Nome:  Simeon Powers, Nota: 3.80, Situacao: Reprovado
Nome:  Steve Parsons, Nota: 5.50, Situacao: Reprovado
Nome:  Presley Cooper, Nota: 2.50, Situacao: Reprovado
Nome:  Lizbeth Sexton, Nota: 0.70, Situacao: Reprovado
Nome:  Mariah Singh, Nota: 5.70, Situacao: Reprovado
Nome:  Tyler Johnson, Nota: 5.00, Situacao: Reprovado
Nome:  Lilyana Joyce, Nota: 0.00, Situacao: Reprovado
Nome:  Branden Figueroa, Nota: 3.50, Situacao: Reprovado
Nome:  Emmy Cunningham, Nota: 0.50, Situacao: Reprovado
Nome:  Aimee Hodge, Nota: 3.80, Situacao: Reprovado
Nome:  Deja Houston, Nota: 6.70, Situacao: Reprovado
Nome:  Mohammad Hinton, Nota: 6.80, Situacao: Reprovado
Nome:  Jordon Chan, Nota: 2.50, Situacao: Reprovado
Nome:  Carmen Barrett, Nota: 5.60, Situacao: Reprovado
Nome:  Emilia Frye, Nota: 5.60, Situacao: Reprovado
Nome:  Dillon Roberson, Nota: 4.10, Situacao: Reprovado
Nome:  Marley Marquez, Nota: 8.30, Situacao: Aprovado
Nome:  Collin Montes, Nota: 6.00, Situacao: Reprovado
Nome:  Gia Pacheco, Nota: 9.10, Situacao: Aprovado
Nome:  Jennifer Vargas, Nota: 5.00, Situacao: Reprovado
Nome:  Brooklyn Novak, Nota: 3.80, Situacao: Reprovado
Nome:  Paul Hampton, Nota: 6.70, Situacao: Reprovado
Nome:  Steve Daugherty, Nota: 8.60, Situacao: Aprovado
Nome:  Isabell Simmons, Nota: 2.00, Situacao: Reprovado
Nome:  Francesca Kirk, Nota: 6.90, Situacao: Reprovado
Nome:  Keira Schwartz, Nota: 4.60, Situacao: Reprovado
Nome:  Zack Hart, Nota: 7.10, Situacao: Aprovado
Nome:  Toby Knight, Nota: 9.20, Situacao: Aprovado
Nome:  Siena Simmons, Nota: 0.60, Situacao: Reprovado
Nome:  Sonia Ortiz, Nota: 8.00, Situacao: Aprovado
Nome:  Anya Mercado, Nota: 2.60, Situacao: Reprovado
Nome:  Jaime Adams, Nota: 7.90, Situacao: Aprovado
Nome:  Billy Briggs, Nota: 9.30, Situacao: Aprovado
Nome:  Frederick Newman, Nota: 4.00, Situacao: Reprovado
Nome:  Morgan Landry, Nota: 7.80, Situacao: Aprovado
Nome:  Myah Prince, Nota: 4.90, Situacao: Reprovado
Nome:  Jose Holmes, Nota: 4.70, Situacao: Reprovado
Nome:  Izaiah Erickson, Nota: 7.30, Situacao: Aprovado
Nome:  Tiffany Meza, Nota: 3.60, Situacao: Reprovado
Nome:  Robert Lawrence, Nota: 6.90, Situacao: Reprovado
Nome:  Dallas Velazquez, Nota: 2.50, Situacao: Reprovado
Nome:  Taliyah Chung, Nota: 6.80, Situacao: Reprovado
Nome:  Johnny Mcpherson, Nota: 1.30, Situacao: Reprovado
Nome:  Carlee Schultz, Nota: 0.40, Situacao: Reprovado
Nome:  Uriel Downs, Nota: 6.40, Situacao: Reprovado
Nome:  Billy Sanders, Nota: 9.00, Situacao: Aprovado
Nome:  Mohammad Schaefer, Nota: 3.40, Situacao: Reprovado
Nome:  Sheldon Cameron, Nota: 6.90, Situacao: Reprovado
Nome:  Gracie Saunders, Nota: 1.20, Situacao: Reprovado
Nome:  Rey Gould, Nota: 5.00, Situacao: Reprovado
Nome:  Gina Mendoza, Nota: 4.60, Situacao: Reprovado
Nome:  Sidney Lara, Nota: 4.00, Situacao: Reprovado
Nome:  Genevieve Wood, Nota: 2.20, Situacao: Reprovado
Nome:  Kyla Winters, Nota: 9.40, Situacao: Aprovado
Nome:  Elizabeth Rowe, Nota: 5.10, Situacao: Reprovado
Nome:  Axel Hogan, Nota: 4.00, Situacao: Reprovado
Nome:  Slade Hobbs, Nota: 0.90, Situacao: Reprovado
Nome:  Darius Newman, Nota: 8.70, Situacao: Aprovado
Nome:  Alanna Macdonald, Nota: 7.50, Situacao: Aprovado
Nome:  Norah Larson, Nota: 7.30, Situacao: Aprovado
Nome:  Giselle Short, Nota: 4.90, Situacao: Reprovado
Nome:  Gillian Clayton, Nota: 7.60, Situacao: Aprovado
Nome:  Damarion Preston, Nota: 8.80, Situacao: Aprovado
Nome:  Barrett Duke, Nota: 4.60, Situacao: Reprovado
Nome:  Jayla Williamson, Nota: 3.50, Situacao: Reprovado
Nome:  Atticus Aguirre, Nota: 0.10, Situacao: Reprovado
Nome:  Alexia Lynn, Nota: 9.20, Situacao: Aprovado
Nome:  Issac Sims, Nota: 5.00, Situacao: Reprovado
Nome:  Draven Stuart, Nota: 4.10, Situacao: Reprovado
Nome:  Urijah Bishop, Nota: 3.60, Situacao: Reprovado
Nome:  Yasmine Bryant, Nota: 9.00, Situacao: Aprovado
Nome:  Clara Tanner, Nota: 2.70, Situacao: Reprovado
Nome:  Mylee Ray, Nota: 3.60, Situacao: Reprovado
Nome:  Elyse Curry, Nota: 4.40, Situacao: Reprovado
Nome:  Logan Lyons, Nota: 6.00, Situacao: Reprovado
Nome:  Brayan Drake, Nota: 0.90, Situacao: Reprovado
Nome:  Niko Bradford, Nota: 8.40, Situacao: Aprovado
Nome:  Nadia Guerra, Nota: 1.60, Situacao: Reprovado
Nome:  Taniya Humphrey, Nota: 3.30, Situacao: Reprovado
Nome:  Douglas Serrano, Nota: 4.40, Situacao: Reprovado
Nome:  Arianna Hines, Nota: 6.50, Situacao: Reprovado
Nome:  Jocelyn Sandoval, Nota: 6.90, Situacao: Reprovado
Nome:  Ana Pierce, Nota: 1.10, Situacao: Reprovado
Nome:  Isabela Everett, Nota: 0.20, Situacao: Reprovado
Nome:  Kaiya Jackson, Nota: 8.40, Situacao: Aprovado
Nome:  Beckham Waters, Nota: 0.20, Situacao: Reprovado
Nome:  Gabriel Robbins, Nota: 2.40, Situacao: Reprovado
Nome:  Memphis May, Nota: 7.90, Situacao: Aprovado
Nome:  Madelyn Wagner, Nota: 6.60, Situacao: Reprovado
Nome:  Kiana Ortega, Nota: 5.60, Situacao: Reprovado
Nome:  Jessie Ho, Nota: 4.90, Situacao: Reprovado
Nome:  Damaris Sanchez, Nota: 7.90, Situacao: Aprovado
Nome:  Ashly Oconnor, Nota: 2.00, Situacao: Reprovado
Nome:  Judah Berry, Nota: 8.80, Situacao: Aprovado
Nome:  Remington Perez, Nota: 1.00, Situacao: Reprovado
Nome:  Aria Osborn, Nota: 0.40, Situacao: Reprovado
Nome:  Isiah Berg, Nota: 8.10, Situacao: Aprovado
Nome:  Will Barker, Nota: 1.20, Situacao: Reprovado
Nome:  Amelie Henry, Nota: 6.50, Situacao: Reprovado
Nome:  Curtis Ellis, Nota: 3.40, Situacao: Reprovado
Nome:  Dashawn Weaver, Nota: 9.50, Situacao: Aprovado
Nome:  Marisa Yates, Nota: 0.10, Situacao: Reprovado
Nome:  Preston Odom, Nota: 0.40, Situacao: Reprovado
Nome:  Harley Wilson, Nota: 0.90, Situacao: Reprovado
Nome:  Sage Harvey, Nota: 6.20, Situacao: Reprovado
Nome:  Alonso Leon, Nota: 2.20, Situacao: Reprovado
Nome:  Byron Herman, Nota: 7.10, Situacao: Aprovado
Nome:  Kody Hardin, Nota: 1.70, Situacao: Reprovado
Nome:  Reid Mathews, Nota: 0.90, Situacao: Reprovado
Nome:  Camila Castillo, Nota: 8.60, Situacao: Aprovado
Nome:  Lillian Horne, Nota: 2.00, Situacao: Reprovado
Nome:  Paityn Stanley, Nota: 9.00, Situacao: Aprovado
Nome:  Rhys Macdonald, Nota: 9.70, Situacao: Aprovado
Nome:  Chasity Christian, Nota: 7.60, Situacao: Aprovado
Nome:  Arely Young, Nota: 3.90, Situacao: Reprovado
Nome:  Gage Clay, Nota: 0.50, Situacao: Reprovado
Nome:  Kiersten Colon, Nota: 4.30, Situacao: Reprovado
Nome:  Denzel Mercer, Nota: 6.10, Situacao: Reprovado
Nome:  Andres Kerr, Nota: 2.30, Situacao: Reprovado
Nome:  Hayden Kaiser, Nota: 0.70, Situacao: Reprovado
Nome:  Jayla Horton, Nota: 5.40, Situacao: Reprovado
Nome:  Ashlynn Esparza, Nota: 4.10, Situacao: Reprovado
Nome:  Dante Nixon, Nota: 5.80, Situacao: Reprovado
Nome:  Jade Horn, Nota: 3.80, Situacao: Reprovado
Nome:  Haven Weaver, Nota: 5.60, Situacao: Reprovado
Nome:  Jadyn Hale, Nota: 2.70, Situacao: Reprovado
Nome:  Geovanni Mack, Nota: 8.70, Situacao: Aprovado
Nome:  Clayton Cantu, Nota: 9.80, Situacao: Aprovado
Nome:  Gracie Ponce, Nota: 2.60, Situacao: Reprovado
Nome:  Yoselin Krueger, Nota: 1.40, Situacao: Reprovado
Nome:  Van Luna, Nota: 0.30, Situacao: Reprovado
Nome:  Pablo Singh, Nota: 1.40, Situacao: Reprovado
Nome:  Rylee Tate, Nota: 9.00, Situacao: Aprovado
Nome:  Naima Thompson, Nota: 4.40, Situacao: Reprovado
Nome:  Griffin Richard, Nota: 7.40, Situacao: Aprovado
Nome:  Orlando Orr, Nota: 5.50, Situacao: Reprovado
Nome:  Raven Lawrence, Nota: 0.30, Situacao: Reprovado
Nome:  Jorge Chambers, Nota: 2.10, Situacao: Reprovado
Nome:  Abagail Dudley, Nota: 1.30, Situacao: Reprovado
Nome:  Karley Carroll, Nota: 5.10, Situacao: Reprovado
Nome:  Antony Potter, Nota: 9.10, Situacao: Aprovado
Nome:  Landyn Blake, Nota: 6.90, Situacao: Reprovado
Nome:  Belen Reid, Nota: 1.70, Situacao: Reprovado
Nome:  Howard Livingston, Nota: 7.00, Situacao: Aprovado
Nome:  Emilia Williamson, Nota: 4.30, Situacao: Reprovado
Nome:  Jerimiah Miranda, Nota: 9.30, Situacao: Aprovado
Nome:  Antonio Dennis, Nota: 8.30, Situacao: Aprovado
Nome:  Karley Salinas, Nota: 0.80, Situacao: Reprovado
Nome:  Jan Coleman, Nota: 4.60, Situacao: Reprovado
Nome:  Trace Henson, Nota: 5.50, Situacao: Reprovado
Nome:  Zaiden Cannon, Nota: 1.90, Situacao: Reprovado
Nome:  Alfonso Shaffer, Nota: 3.60, Situacao: Reprovado
Nome:  Kailyn Zhang, Nota: 6.30, Situacao: Reprovado
Nome:  Emiliano Taylor, Nota: 9.40, Situacao: Aprovado
Nome:  Kaeden Walters, Nota: 7.00, Situacao: Aprovado
Nome:  Landon Donovan, Nota: 7.10, Situacao: Aprovado
Nome:  Talon Ponce, Nota: 2.40, Situacao: Reprovado
Nome:  Aimee Dean, Nota: 1.80, Situacao: Reprovado
Nome:  Craig Frederick, Nota: 6.50, Situacao: Reprovado
Nome:  Teagan Alexander, Nota: 1.00, Situacao: Reprovado
Nome:  Kimora Ramirez, Nota: 4.40, Situacao: Reprovado
Nome:  Reuben Castillo, Nota: 1.30, Situacao: Reprovado
Nome:  Hailee Mccormick, Nota: 1.20, Situacao: Reprovado
Nome:  Cruz Sanders, Nota: 9.70, Situacao: Aprovado
Nome:  Cornelius Eaton, Nota: 3.70, Situacao: Reprovado
Nome:  Aldo Simpson, Nota: 5.80, Situacao: Reprovado
Nome:  Eden George, Nota: 4.60, Situacao: Reprovado
Nome:  Bentley Krueger, Nota: 4.80, Situacao: Reprovado
Nome:  Wayne Nash, Nota: 4.10, Situacao: Reprovado
Nome:  Chaz Lawrence, Nota: 2.60, Situacao: Reprovado
Nome:  Delaney Schultz, Nota: 5.60, Situacao: Reprovado
Nome:  Orion Barton, Nota: 2.80, Situacao: Reprovado
Nome:  Julie Gillespie, Nota: 1.10, Situacao: Reprovado
Nome:  Rory Cross, Nota: 4.80, Situacao: Reprovado
Nome:  Kennedi Holder, Nota: 9.50, Situacao: Aprovado
Nome:  Allen Mcdaniel, Nota: 9.00, Situacao: Aprovado
Nome:  Jonah Warren, Nota: 1.30, Situacao: Reprovado
Nome:  Krystal Hartman, Nota: 1.10, Situacao: Reprovado
Nome:  Clay Love, Nota: 0.20, Situacao: Reprovado
Nome:  Maliyah Cohen, Nota: 6.20, Situacao: Reprovado
Nome:  Xander Harrell, Nota: 6.70, Situacao: Reprovado
Nome:  Kendall Graham, Nota: 8.50, Situacao: Aprovado
Nome:  Damon Mcfarland, Nota: 3.60, Situacao: Reprovado
Nome:  Kaitlynn Copeland, Nota: 1.70, Situacao: Reprovado
Nome:  Amya Patterson, Nota: 6.20, Situacao: Reprovado
Nome:  Malia Donaldson, Nota: 3.10, Situacao: Reprovado
Nome:  Serena Allen, Nota: 5.70, Situacao: Reprovado
Nome:  Joel Frank, Nota: 8.70, Situacao: Aprovado
Nome:  Shayla Walton, Nota: 1.70, Situacao: Reprovado
Nome:  Derrick Newman, Nota: 0.30, Situacao: Reprovado
Nome:  Emanuel Griffith, Nota: 4.50, Situacao: Reprovado
Nome:  Angelique Nichols, Nota: 6.60, Situacao: Reprovado
Nome:  Aubrey Berry, Nota: 8.40, Situacao: Aprovado
Nome:  Alexis Richards, Nota: 8.10, Situacao: Aprovado
Nome:  Kathryn Mcclain, Nota: 0.20, Situacao: Reprovado
Nome:  Juliana Holden, Nota: 7.60, Situacao: Aprovado
Nome:  Cailyn Reeves, Nota: 7.60, Situacao: Aprovado
Nome:  Maxim Dalton, Nota: 5.00, Situacao: Reprovado
Nome:  Abraham Blackwell, Nota: 2.20, Situacao: Reprovado
Nome:  Karla Merritt, Nota: 0.90, Situacao: Reprovado
Nome:  Gabriela Hogan, Nota: 3.30, Situacao: Reprovado
Nome:  Wendy Hatfield, Nota: 8.60, Situacao: Aprovado
Nome:  Trystan Gomez, Nota: 7.40, Situacao: Aprovado
Nome:  Ramiro Murillo, Nota: 5.20, Situacao: Reprovado
Nome:  Irene Roth, Nota: 7.70, Situacao: Aprovado
Nome:  Leah Houston, Nota: 2.20, Situacao: Reprovado
Nome:  Cornelius Escobar, Nota: 8.30, Situacao: Aprovado
Nome:  Micah Shields, Nota: 9.30, Situacao: Aprovado
Nome:  Soren Taylor, Nota: 9.90, Situacao: Aprovado
Nome:  Deborah Finley, Nota: 8.20, Situacao: Aprovado
Nome:  Cadence Johnston, Nota: 5.90, Situacao: Reprovado
Nome:  Lexi Singleton, Nota: 0.70, Situacao: Reprovado
Nome:  Anastasia Cline, Nota: 0.90, Situacao: Reprovado
Nome:  Katherine Hill, Nota: 6.50, Situacao: Reprovado
Nome:  Tyree Tucker, Nota: 5.30, Situacao: Reprovado
Nome:  Jewel Morrison, Nota: 4.30, Situacao: Reprovado
Nome:  Emerson Singh, Nota: 9.90, Situacao: Aprovado
Nome:  Brooks Macdonald, Nota: 3.80, Situacao: Reprovado
Nome:  Mira Barron, Nota: 9.30, Situacao: Aprovado
Nome:  Bernard Humphrey, Nota: 8.70, Situacao: Aprovado
Nome:  Arjun Roberson, Nota: 5.90, Situacao: Reprovado
Nome:  Jonah Roberts, Nota: 4.00, Situacao: Reprovado
Nome:  Norah Stevens, Nota: 7.90, Situacao: Aprovado
Nome:  Sawyer Hess, Nota: 3.10, Situacao: Reprovado
Nome:  Aubrie Kennedy, Nota: 7.60, Situacao: Aprovado
Nome:  Xzavier Dean, Nota: 5.40, Situacao: Reprovado
Nome:  Aiyana Harvey, Nota: 8.50, Situacao: Aprovado
Nome:  Heather Blevins, Nota: 3.80, Situacao: Reprovado
Nome:  Bruce Flores, Nota: 7.40, Situacao: Aprovado
Nome:  Kaeden Osborn, Nota: 4.60, Situacao: Reprovado
Nome:  Brennen Hampton, Nota: 5.60, Situacao: Reprovado
Nome:  Branden Goodwin, Nota: 0.20, Situacao: Reprovado
Nome:  Alexis Andrade, Nota: 1.50, Situacao: Reprovado
Nome:  Payton Christensen, Nota: 1.90, Situacao: Reprovado
Nome:  Niko Petersen, Nota: 4.30, Situacao: Reprovado
Nome:  Gisselle Wilkerson, Nota: 2.00, Situacao: Reprovado
Nome:  Johnny Flores, Nota: 2.70, Situacao: Reprovado
Nome:  Aimee Olson, Nota: 0.70, Situacao: Reprovado
Nome:  Jackson Villegas, Nota: 6.00, Situacao: Reprovado
Nome:  Kaila Chavez, Nota: 6.50, Situacao: Reprovado
Nome:  Evangeline Olsen, Nota: 6.90, Situacao: Reprovado
Nome:  Kai Ewing, Nota: 2.80, Situacao: Reprovado
Nome:  Reagan Sandoval, Nota: 1.70, Situacao: Reprovado
Nome:  Amber Riggs, Nota: 7.40, Situacao: Aprovado
Nome:  Fletcher Hoover, Nota: 0.50, Situacao: Reprovado
Nome:  Brenna Rosales, Nota: 2.80, Situacao: Reprovado
Nome:  Nicolas Branch, Nota: 10.00, Situacao: Aprovado
Nome:  Tanner Bean, Nota: 4.80, Situacao: Reprovado
Nome:  Conrad Lara, Nota: 9.90, Situacao: Aprovado
Nome:  Jackson Webb, Nota: 6.20, Situacao: Reprovado
Nome:  Olivia Wong, Nota: 5.70, Situacao: Reprovado
Nome:  Easton Mccullough, Nota: 6.20, Situacao: Reprovado
Nome:  Cortez Roth, Nota: 0.10, Situacao: Reprovado
Nome:  Jalen Bradley, Nota: 0.10, Situacao: Reprovado
Nome:  Emilee Navarro, Nota: 7.50, Situacao: Aprovado
Nome:  Leticia Ramsey, Nota: 1.10, Situacao: Reprovado
Nome:  Giancarlo Williams, Nota: 2.80, Situacao: Reprovado
Nome:  Melanie Abbott, Nota: 3.70, Situacao: Reprovado
Nome:  Aleah Bates, Nota: 7.80, Situacao: Aprovado
Nome:  Francisco Carson, Nota: 5.90, Situacao: Reprovado
Nome:  Norah Lowe, Nota: 2.50, Situacao: Reprovado
Nome:  Santos Weiss, Nota: 8.20, Situacao: Aprovado
Nome:  Freddy Graves, Nota: 5.50, Situacao: Reprovado
Nome:  Kierra Velez, Nota: 3.00, Situacao: Reprovado
Nome:  Lucy Frank, Nota: 0.20, Situacao: Reprovado
Nome:  Cherish Wu, Nota: 0.70, Situacao: Reprovado
Nome:  Zechariah Burton, Nota: 4.10, Situacao: Reprovado
Nome:  Itzel Esparza, Nota: 1.70, Situacao: Reprovado
Nome:  Tatum Cross, Nota: 2.40, Situacao: Reprovado
Nome:  Ally Morse, Nota: 3.40, Situacao: Reprovado
Nome:  Sadie Delacruz, Nota: 5.90, Situacao: Reprovado
Nome:  Ace Hamilton, Nota: 3.30, Situacao: Reprovado
Nome:  Seamus Blankenship, Nota: 6.80, Situacao: Reprovado
Nome:  Aylin Barnett, Nota: 3.40, Situacao: Reprovado
Nome:  Greta Barajas, Nota: 4.40, Situacao: Reprovado
Nome:  Jon Cooke, Nota: 8.60, Situacao: Aprovado
Nome:  Cassandra Sanford, Nota: 1.20, Situacao: Reprovado
Nome:  Alia Reilly, Nota: 2.10, Situacao: Reprovado
Nome:  Michael Rubio, Nota: 5.90, Situacao: Reprovado
Nome:  Carolina Torres, Nota: 0.40, Situacao: Reprovado
Nome:  Maverick Wolf, Nota: 6.50, Situacao: Reprovado
Nome:  Kaitlyn Warren, Nota: 1.90, Situacao: Reprovado
Nome:  Naomi Petty, Nota: 3.00, Situacao: Reprovado
Nome:  Luciano Malone, Nota: 9.50, Situacao: Aprovado
Nome:  Tyler Ware, Nota: 2.00, Situacao: Reprovado
Nome:  Declan Stout, Nota: 7.40, Situacao: Aprovado
Nome:  Hugo Harris, Nota: 9.20, Situacao: Aprovado
Nome:  Jazlyn Duarte, Nota: 5.30, Situacao: Reprovado
Nome:  Melina Middleton, Nota: 2.50, Situacao: Reprovado
Nome:  Jada Rios, Nota: 9.70, Situacao: Aprovado
Nome:  Darrell Perry, Nota: 0.10, Situacao: Reprovado
Nome:  Adrianna Levine, Nota: 0.70, Situacao: Reprovado
Nome:  Tamara Mathis, Nota: 5.40, Situacao: Reprovado
Nome:  Amani Kidd, Nota: 1.60, Situacao: Reprovado
Nome:  Bennett Blevins, Nota: 7.90, Situacao: Aprovado
Nome:  Katelynn Calderon, Nota: 3.80, Situacao: Reprovado
Nome:  Mason Sexton, Nota: 8.60, Situacao: Aprovado
Nome:  Zariah Lowe, Nota: 9.60, Situacao: Aprovado
Nome:  Oswaldo Martinez, Nota: 5.20, Situacao: Reprovado
Nome:  Marin Woods, Nota: 2.30, Situacao: Reprovado
Nome:  Julia Richardson, Nota: 6.10, Situacao: Reprovado
Nome:  Colby Larson, Nota: 4.90, Situacao: Reprovado
Nome:  Kiersten Stewart, Nota: 6.60, Situacao: Reprovado
Nome:  Erica Santana, Nota: 6.30, Situacao: Reprovado
Nome:  Oliver Wolf, Nota: 2.20, Situacao: Reprovado
Nome:  Zariah Sherman, Nota: 5.10, Situacao: Reprovado
Nome:  Kade Davenport, Nota: 1.10, Situacao: Reprovado
Nome:  Chaya Stanton, Nota: 5.40, Situacao: Reprovado
Nome:  Amare Knapp, Nota: 1.90, Situacao: Reprovado
Nome:  Jazlynn Heath, Nota: 0.60, Situacao: Reprovado
Nome:  Walker Carney, Nota: 7.00, Situacao: Aprovado
Nome:  Steve Krueger, Nota: 2.80, Situacao: Reprovado
Nome:  Marissa Chavez, Nota: 8.00, Situacao: Aprovado
Nome:  Alexia Villa, Nota: 8.80, Situacao: Aprovado
Nome:  Jaydin Payne, Nota: 9.50, Situacao: Aprovado
Nome:  Patricia Michael, Nota: 5.90, Situacao: Reprovado
